,AM1,AM2,AM3,AM4,AM5,AM6,CD1,CD2,CD3,CD4,CD5,CD6,BU1,BU2,BU3,BU4,BU5,BU6,Rur,sex,Pub,pro_an,pro_cd,pro_bu,Mat
221,4,4,NA,4,NA,4,NA,NA,3,3,3,3,1,1,1,1,1,1,0,F,1,4,3,1,320.1343
222,3,3,3,NA,3,3,3,NA,4,3,3,NA,1,1,4,1,4,1,0,F,1,3,3.25,2,310.7851
223,NA,4,3,2,1,2,3,NA,1,3,4,NA,2,1,1,1,1,2,0,M,1,2.4,2.75,1.333333333,407.2378
224,NA,2,3,3,3,2,1,1,1,NA,NA,1,1,1,1,1,1,2,1,M,1,2.6,1,1.166666667,335.4789
225,4,4,NA,4,4,4,NA,NA,3,4,3,2,1,1,2,1,1,1,0,F,0,4,3,1.166666667,418.543
226,4,4,4,4,4,NA,NA,3,4,3,3,2,NA,NA,NA,NA,NA,NA,0,F,0,4,3,NA,468.7193
227,2,NA,2,2,4,3,3,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,0,M,1,2.6,3,NA,418.2415
228,1,2,NA,2,3,3,3,2,2,2,NA,2,2,4,1,1,1,3,0,M,1,2.2,2.2,2,399.8259
229,4,3,NA,3,3,3,4,NA,3,2,NA,2,2,1,1,1,1,1,0,F,1,3.2,2.75,1.166666667,364.0551
230,3,1,2,2,2,NA,2,2,3,2,NA,2,1,1,1,1,1,1,0,M,1,2,2.2,1,442.7919
231,3,2,2,NA,2,2,3,3,4,3,NA,2,1,1,1,1,1,1,0,M,0,2.2,3,1,554.9247
232,4,4,4,4,4,NA,1,NA,1,1,1,1,3,1,1,1,1,2,1,F,1,4,1,1.5,337.4348
233,NA,1,1,3,4,4,NA,2,NA,3,4,4,1,1,1,1,1,1,0,F,1,2.6,3.25,1,383.5949
234,3,3,NA,2,3,NA,NA,1,1,2,2,1,1,1,2,1,1,1,0,M,1,2.75,1.4,1.166666667,380.9643
235,4,4,4,4,4,NA,3,4,NA,1,1,NA,1,1,1,1,1,1,0,M,1,4,2.25,1,319.0587
236,4,4,NA,4,4,4,1,1,NA,1,1,NA,1,1,1,1,1,4,1,F,1,4,1,1.5,311.6137
237,1,1,1,1,1,NA,3,3,NA,3,3,4,1,1,1,1,1,1,1,F,1,1,3.2,1,369.7818
238,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,F,1,3,4,1,247.5794
239,1,1,1,1,NA,3,1,3,3,NA,1,4,1,1,1,1,1,1,0,F,0,1.4,2.4,1,549.2378
240,4,2,3,2,NA,3,3,NA,3,3,3,3,1,1,1,1,1,2,1,M,1,2.8,3,1.166666667,330.1225
241,3,1,3,2,3,NA,3,2,NA,3,3,3,1,1,1,1,1,1,1,M,1,2.4,2.8,1,351.861
242,2,2,NA,2,4,3,3,NA,4,NA,4,4,1,1,1,1,1,2,1,F,1,2.6,3.75,1.166666667,423.5543
243,2,3,3,3,3,NA,NA,NA,4,4,3,3,1,1,1,1,1,1,0,F,1,2.8,3.5,1,447.763
244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,3,0,F,1,NA,NA,1.666666667,356.3043
245,NA,2,2,2,3,3,3,NA,3,NA,4,4,1,1,1,1,1,1,0,M,1,2.4,3.5,1,407.2378
246,3,NA,3,2,3,3,4,4,4,NA,3,NA,1,1,1,1,1,1,0,F,1,2.8,3.75,1,498.7124
247,4,2,2,NA,3,3,NA,2,2,NA,2,2,1,1,1,1,1,1,0,M,1,2.8,2,1,314.921
248,4,4,4,4,4,NA,NA,3,4,3,NA,4,1,1,1,1,1,2,1,F,1,4,3.5,1.166666667,294.0614
249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,321.8512
250,NA,2,2,2,2,2,NA,3,2,4,2,4,1,1,1,1,1,2,0,F,1,2,3,1.166666667,383.1667
251,2,2,NA,3,3,2,3,3,NA,4,3,4,1,1,1,1,1,1,1,M,1,2.4,3.4,1,263.9783
252,3,3,2,2,3,NA,4,3,4,4,4,NA,1,1,1,1,1,1,0,F,1,2.6,3.8,1,350.5636
253,4,4,4,4,4,NA,NA,3,4,NA,4,3,1,1,1,1,1,3,0,F,1,4,3.5,1.333333333,331.5217
254,2,1,2,2,4,NA,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,0,F,1,2.2,1.4,NA,417.7068
255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,1,0,M,1,NA,NA,1.5,324.593
256,3,1,1,NA,4,4,NA,2,NA,3,3,2,1,2,2,1,1,3,1,M,1,2.6,2.5,1.666666667,397.1839
257,4,2,4,4,4,NA,4,4,4,4,4,NA,2,1,1,1,1,1,0,F,1,3.6,4,1.166666667,391.0334
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,1,NA,NA,NA,348.5094
259,3,2,2,3,3,NA,NA,1,1,1,3,1,2,2,1,2,1,2,0,M,1,2.6,1.4,1.666666667,307.7664
260,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,1,1,1,1,1,1,0,M,1,NA,3.75,1,322.1442
261,1,NA,1,2,1,3,3,1,NA,1,1,NA,4,1,1,1,1,1,0,M,0,1.6,1.5,1.5,564.2221
262,3,2,2,NA,4,3,3,3,NA,NA,3,3,1,1,1,1,1,1,1,F,1,2.8,3,1,499.9353
263,2,2,2,2,2,NA,NA,3,2,3,3,2,NA,NA,NA,NA,NA,NA,0,M,0,2,2.6,NA,461.4409
264,4,NA,4,4,4,4,4,3,NA,4,NA,4,1,2,1,1,2,1,0,F,1,4,3.75,1.333333333,321.5967
265,NA,3,4,4,4,1,3,2,2,NA,3,2,4,1,NA,1,1,1,1,F,1,3.2,2.4,1.6,298.6102
266,2,1,1,NA,4,3,2,NA,2,2,2,NA,1,1,1,1,1,1,0,F,1,2.2,2,1,460.646
267,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,2,3,3,3,1,1,1,M,1,NA,2.5,2.166666667,328.487
268,3,3,3,2,4,NA,2,NA,1,3,1,1,1,1,1,1,1,1,0,M,1,3,1.6,1,414.1123
269,4,1,NA,1,4,3,4,NA,4,3,NA,2,1,1,1,1,1,1,0,F,0,2.6,3.25,1,571.3737
270,1,3,3,2,2,NA,NA,3,4,1,4,NA,1,2,1,2,1,1,0,F,0,2.2,3,1.333333333,321.1176
271,4,2,2,2,NA,3,NA,3,NA,4,4,1,2,2,2,1,1,1,0,M,1,2.6,3,1.5,331.4267
272,4,1,1,NA,3,1,NA,2,2,NA,3,3,NA,NA,NA,NA,NA,NA,0,M,0,2,2.5,NA,394.8598
273,4,4,4,4,4,NA,4,4,NA,4,4,NA,1,1,1,1,1,1,0,M,1,4,4,1,342.6089
274,3,2,3,1,NA,2,NA,2,2,2,NA,3,1,1,1,1,1,2,1,M,1,2.2,2.25,1.166666667,416.1789
275,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,2,2,3,1,1,2,0,F,1,NA,2.25,1.833333333,351.3145
276,3,NA,2,2,4,4,3,4,4,4,NA,NA,3,2,1,2,1,2,0,M,1,3,3.75,1.833333333,483.6443
277,4,4,NA,4,4,4,NA,1,NA,1,1,1,1,3,1,1,1,3,1,F,1,4,1,1.666666667,383.6111
278,4,4,NA,3,4,4,NA,3,4,3,4,NA,1,1,1,1,1,1,1,M,1,3.8,3.5,1,381.3293
279,3,3,NA,3,4,4,NA,4,NA,4,4,3,1,1,1,1,1,2,0,F,1,3.4,3.75,1.166666667,326.3988
280,2,2,2,NA,2,2,3,2,3,3,NA,4,1,1,1,1,1,1,0,M,1,2,3,1,396.7321
281,3,2,3,3,3,NA,4,NA,4,4,4,NA,1,1,1,1,1,1,0,M,0,2.8,4,1,361.5566
282,4,4,4,4,NA,4,3,3,4,NA,NA,NA,1,1,1,1,1,3,0,F,1,4,3.333333333,1.333333333,347.102
283,2,2,3,2,4,NA,NA,3,4,4,4,4,NA,NA,NA,NA,NA,NA,0,F,1,2.6,3.8,NA,369.2245
284,2,2,2,2,3,NA,NA,4,4,NA,4,4,1,1,1,1,1,2,1,M,1,2.2,4,1.166666667,427.3104
285,NA,2,3,2,4,2,2,3,NA,NA,3,2,1,1,1,1,1,1,0,M,1,2.6,2.5,1,430.3833
286,4,3,NA,3,4,4,3,NA,4,3,3,NA,2,1,1,1,1,1,0,F,1,3.6,3.25,1.166666667,448.5082
287,4,NA,2,3,4,4,NA,3,4,3,4,NA,2,1,1,1,1,1,1,F,1,3.4,3.5,1.166666667,390.656
288,1,1,2,2,NA,4,2,2,4,3,2,NA,2,3,3,1,1,4,0,F,0,2,2.6,2.333333333,403.5521
289,3,2,NA,3,3,3,4,NA,4,4,4,NA,1,1,1,1,1,1,0,F,1,2.8,4,1,401.285
290,3,2,NA,4,3,4,2,NA,2,3,3,NA,2,2,1,1,1,2,1,M,1,3.2,2.5,1.5,376.1829
291,1,1,NA,1,4,4,NA,NA,2,3,3,1,1,1,1,1,1,1,0,F,1,2.2,2.25,1,323.9823
292,NA,1,NA,1,3,2,NA,3,3,NA,3,3,1,1,1,1,1,1,0,F,1,1.75,3,1,395.2038
293,4,NA,2,3,4,3,4,4,NA,NA,3,3,3,3,1,1,1,2,0,F,1,3.2,3.5,1.833333333,368.2405
294,NA,3,3,3,3,4,NA,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,1,F,1,3.2,3.75,NA,404.7663
295,2,NA,2,2,4,3,3,3,NA,2,NA,2,1,1,1,1,1,2,1,M,1,2.6,2.5,1.166666667,450.1475
296,3,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,0,M,0,3.8,4,NA,351.8688
297,NA,3,3,3,4,3,3,3,3,3,3,NA,1,1,1,1,1,1,0,M,1,3.2,3,1,335.2761
298,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,1,1,1,1,1,1,0,M,1,NA,3,1,331.5657
299,NA,2,3,2,3,2,3,4,NA,3,3,2,1,1,1,1,1,1,0,M,1,2.4,3,1,544.766
300,NA,2,2,2,2,2,NA,3,4,4,4,3,1,1,1,1,1,1,1,F,1,2,3.6,1,270.6313
301,4,4,NA,4,4,4,NA,3,4,3,NA,2,4,1,1,1,1,3,0,F,1,4,3,1.833333333,353.9233
302,3,NA,3,3,3,3,3,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,M,1,3,2.5,NA,332.204
303,1,1,1,1,4,NA,1,NA,1,3,3,NA,1,1,1,1,4,1,0,M,1,1.6,2,1.5,329.9435
304,4,3,4,4,NA,4,4,3,NA,3,3,1,4,4,1,1,1,4,0,M,1,3.8,2.8,2.5,390.1727
305,3,3,NA,NA,2,3,3,NA,4,4,NA,4,1,1,1,1,1,1,0,F,1,2.75,3.75,1,394.4625
306,4,4,4,NA,4,1,NA,4,4,4,4,NA,1,1,1,1,1,1,0,M,1,3.4,4,1,361.4589
307,3,3,2,3,NA,3,3,NA,3,4,3,2,1,3,1,1,1,2,0,M,0,2.8,3,1.5,471.2459
308,3,NA,3,2,3,3,2,3,NA,NA,1,3,1,3,1,1,2,3,0,M,1,2.8,2.25,1.833333333,336.5728
309,3,2,2,2,3,NA,3,3,4,4,NA,3,1,1,1,1,1,2,0,F,1,2.4,3.4,1.166666667,284.1144
310,2,NA,3,2,4,2,2,3,3,NA,3,3,1,1,1,1,1,2,0,M,1,2.6,2.8,1.166666667,392.1454
311,3,2,NA,3,3,2,3,NA,3,3,3,3,1,1,1,1,1,1,0,M,1,2.6,3,1,336.5161
312,3,1,2,2,4,NA,3,2,NA,3,NA,2,1,1,1,1,1,1,0,F,1,2.4,2.5,1,489.899
313,NA,1,1,1,1,1,3,2,1,NA,1,1,2,2,1,1,1,1,0,F,1,1,1.6,1.333333333,359.1344
314,3,1,2,3,NA,2,NA,1,1,3,NA,4,1,1,1,1,1,1,0,F,1,2.2,2.25,1,329.6157
315,3,2,3,2,3,NA,3,2,3,4,4,NA,1,4,1,1,1,1,0,M,1,2.6,3.2,1.5,363.8536
316,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,1,4,1,1,1,1,0,F,1,NA,2.25,1.5,302.527
317,4,3,2,2,3,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,NA,NA,0,M,0,2.8,3.5,NA,492.0358
318,3,3,2,3,NA,2,NA,2,2,4,1,NA,1,1,1,1,1,1,0,M,1,2.6,2.25,1,403.7303
319,4,NA,4,4,4,4,2,NA,2,2,3,NA,1,1,1,1,1,1,0,F,1,4,2.25,1,361.8
320,NA,NA,NA,NA,NA,NA,4,NA,4,4,1,3,1,1,1,1,1,1,1,M,1,NA,3.2,1,338.1547
321,NA,3,3,3,3,3,4,NA,4,3,3,3,1,1,1,1,1,1,0,F,1,3,3.4,1,409.4982
322,4,4,4,NA,4,4,3,1,4,NA,4,4,1,2,3,1,1,1,0,M,1,4,3.2,1.5,363.726
323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,M,1,NA,NA,1,335.8434
324,3,3,3,NA,3,3,4,4,NA,4,NA,4,1,1,1,1,1,2,0,M,1,3,4,1.166666667,403.3188
325,1,1,1,1,NA,1,NA,2,3,3,3,3,2,1,1,1,1,1,0,M,0,1,2.8,1.166666667,373.8239
326,4,4,4,4,4,NA,3,3,4,NA,NA,4,4,3,1,1,3,3,0,F,1,4,3.5,2.5,416.0231
327,4,4,4,NA,4,4,2,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,0,M,1,4,2,NA,270.6357
328,3,2,NA,NA,3,NA,NA,NA,3,3,4,4,1,1,1,1,1,1,0,M,1,2.666666667,3.5,1,472.9884
329,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,4,1,1,1,1,1,1,0,F,1,NA,3.5,1,304.9334
330,4,2,3,1,4,NA,3,4,4,NA,NA,4,1,3,2,1,4,3,0,M,1,2.8,3.75,2.333333333,320.7508
331,NA,2,2,1,4,4,3,1,1,NA,1,NA,1,1,1,1,1,1,1,M,1,2.6,1.5,1,426.308
332,2,1,3,2,3,NA,NA,2,2,3,2,NA,1,2,1,1,1,2,0,F,1,2.2,2.25,1.333333333,482.9157
333,NA,2,3,2,3,3,NA,4,4,4,4,3,1,1,1,1,1,1,0,M,1,2.6,3.8,1,419.3351
334,NA,3,3,3,3,3,NA,2,2,2,2,NA,4,4,1,1,1,2,1,F,1,3,2,2.166666667,282.9804
335,3,2,3,NA,3,3,NA,NA,2,3,1,1,1,1,1,1,1,1,0,F,1,2.8,1.75,1,377.6067
336,3,3,3,3,NA,3,3,2,1,2,2,NA,1,1,1,1,1,1,0,M,1,3,2,1,332.891
337,NA,2,1,1,1,3,1,1,1,2,NA,NA,1,2,1,1,1,2,1,F,1,1.6,1.25,1.333333333,351.7491
338,4,4,3,NA,4,4,NA,2,NA,3,3,4,2,2,NA,1,2,4,0,F,0,3.8,3,2.2,334.3712
339,3,3,3,3,3,NA,4,NA,3,NA,4,3,NA,NA,NA,NA,NA,NA,0,M,1,3,3.5,NA,422.6504
340,NA,4,4,4,4,4,NA,1,1,1,NA,1,4,1,1,1,1,1,0,M,1,4,1,1.5,310.3572
341,4,4,2,2,4,NA,4,4,3,3,NA,NA,1,1,1,1,1,1,1,F,1,3.2,3.5,1,392.8012
342,3,3,NA,4,4,3,4,NA,NA,2,3,4,NA,NA,NA,NA,NA,NA,0,M,1,3.4,3.25,NA,398.6092
343,3,3,NA,3,3,3,NA,4,4,4,4,NA,1,1,1,1,1,1,0,M,1,3,4,1,342.3352
344,4,2,2,2,NA,4,2,NA,3,3,3,NA,1,1,1,1,1,1,1,F,1,2.8,2.75,1,370.461
345,3,3,2,3,NA,3,NA,NA,2,3,2,3,3,2,1,4,1,4,1,F,1,2.8,2.5,2.5,313.5525
346,2,NA,2,2,3,3,NA,3,4,3,3,NA,1,1,1,1,1,1,0,F,0,2.4,3.25,1,478.866
347,1,NA,2,2,1,1,3,4,4,4,3,NA,1,1,1,1,1,1,0,M,1,1.4,3.6,1,543.8283
348,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,F,1,3,1,1,278.5712
349,1,1,1,1,4,NA,NA,4,4,NA,1,4,1,1,1,1,1,1,1,M,1,1.6,3.25,1,356.426
350,NA,3,3,2,3,2,3,3,3,3,NA,4,1,1,1,1,1,1,1,M,1,2.6,3.2,1,379.6089
351,2,NA,2,2,3,2,NA,4,4,4,3,4,1,1,1,1,1,1,0,M,1,2.2,3.8,1,380.9475
352,2,2,NA,2,2,2,NA,NA,4,4,4,4,1,1,1,1,1,1,0,M,1,2,4,1,414.6741
353,4,4,4,NA,4,4,4,4,NA,4,NA,3,1,2,1,1,1,2,0,F,0,4,3.75,1.333333333,356.9684
354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,M,1,NA,NA,NA,347.8031
355,2,3,NA,2,3,4,4,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,0,M,0,2.8,3,NA,479.615
356,2,NA,2,2,3,3,3,4,4,4,4,NA,1,1,1,1,2,4,1,F,1,2.4,3.8,1.666666667,371.965
357,3,2,2,2,3,NA,3,NA,NA,4,3,2,1,1,1,1,1,1,0,F,1,2.4,3,1,402.8344
358,1,2,1,NA,2,1,2,2,3,NA,2,3,1,1,1,1,1,1,1,M,1,1.4,2.4,1,400.2965
359,3,NA,2,2,4,4,NA,NA,4,3,3,3,NA,NA,NA,NA,NA,NA,0,F,0,3,3.25,NA,345.6905
360,3,2,NA,2,4,2,NA,3,4,3,NA,3,1,1,1,2,1,1,1,M,1,2.6,3.25,1.166666667,430.2384
361,3,3,2,NA,4,3,3,NA,2,4,3,NA,1,1,1,1,1,1,1,M,1,3,3,1,428.6218
362,3,4,NA,3,4,4,3,4,4,4,NA,3,1,1,1,1,1,1,1,F,1,3.6,3.6,1,295.9909
363,4,3,2,2,NA,3,NA,4,4,4,4,NA,1,1,1,1,1,2,1,F,1,2.8,4,1.166666667,359.5397
364,3,3,NA,2,3,3,NA,3,4,3,3,3,NA,NA,NA,NA,NA,NA,0,F,1,2.8,3.2,NA,347.346
365,4,2,2,NA,4,4,NA,3,2,NA,2,2,4,4,2,3,1,4,0,M,1,3.2,2.25,3,420.2722
366,NA,2,2,2,4,3,NA,2,2,NA,2,2,1,1,1,1,2,1,1,F,1,2.6,2,1.166666667,416.4928
367,1,1,1,NA,1,1,3,3,NA,NA,4,2,1,1,1,1,1,2,0,M,1,1,3,1.166666667,405.1532
368,3,2,NA,2,3,3,3,3,NA,2,3,NA,1,1,1,1,1,1,1,M,1,2.6,2.75,1,307.7262
369,2,NA,3,3,4,4,1,1,1,NA,NA,1,3,3,2,1,1,3,0,M,1,3.2,1,2.166666667,417.1344
370,2,1,NA,1,4,3,NA,4,3,NA,4,2,2,3,1,1,1,1,0,M,1,2.2,3.25,1.5,358.6164
371,3,3,2,NA,3,2,2,2,3,3,NA,NA,1,1,1,1,1,1,1,F,1,2.6,2.5,1,372.3271
372,4,NA,4,4,4,4,3,NA,4,4,4,NA,1,1,1,1,1,1,0,F,1,4,3.75,1,363.1634
373,3,NA,4,4,4,4,3,4,4,NA,4,4,1,1,1,1,1,1,0,F,1,3.8,3.8,1,311.7061
374,4,2,3,2,4,NA,4,3,NA,4,4,3,1,1,1,1,1,1,0,M,1,3,3.6,1,447.6948
375,4,3,3,NA,4,2,NA,4,4,4,3,NA,1,1,1,1,1,1,0,F,1,3.2,3.75,1,351.7614
376,2,NA,2,3,3,3,NA,1,1,3,NA,1,1,1,1,1,1,1,0,F,1,2.6,1.5,1,354.0294
377,3,3,3,NA,3,3,3,3,4,NA,3,NA,1,1,1,1,1,1,1,M,1,3,3.25,1,393.8667
378,2,2,1,1,4,NA,NA,3,4,4,4,NA,4,1,1,1,1,2,0,M,1,2,3.75,1.666666667,416.4884
379,1,1,1,1,NA,3,2,NA,1,2,NA,1,1,2,1,1,1,2,0,F,1,1.4,1.5,1.333333333,438.7598
380,NA,3,3,3,3,2,NA,NA,3,2,3,4,1,1,1,1,1,1,1,F,1,2.8,3,1,312.6071
381,4,NA,3,3,NA,2,NA,2,3,4,2,3,1,1,1,1,1,1,1,F,1,3,2.8,1,329.002
382,3,3,3,2,4,NA,NA,3,3,3,3,NA,1,1,1,1,1,1,0,F,1,3,3,1,380.702
383,NA,NA,NA,NA,NA,1,3,NA,2,NA,1,1,1,1,1,1,1,1,1,M,1,1,1.75,1,307.9499
384,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,3,1,1,1,1,1,1,0,F,1,NA,3,1,311.8546
385,2,2,1,1,NA,1,NA,3,4,4,3,NA,1,1,1,1,1,1,0,F,1,1.4,3.5,1,490.8124
386,NA,3,3,3,3,3,1,1,1,NA,NA,1,1,2,1,1,1,1,0,M,1,3,1,1.166666667,433.2788
387,4,2,2,2,NA,2,4,4,4,NA,4,NA,1,1,1,1,1,2,0,M,1,2.4,4,1.166666667,338.3094
388,4,2,2,2,4,NA,1,NA,1,2,3,NA,1,1,1,1,1,4,1,F,1,2.8,1.75,1.5,335.1447
389,4,4,NA,2,4,4,3,3,4,2,4,NA,1,1,1,1,1,1,0,M,1,3.6,3.2,1,372.1274
390,3,3,2,NA,3,2,3,3,3,NA,3,3,1,1,1,1,1,1,0,F,1,2.6,3,1,265.4552
391,NA,3,3,3,4,3,NA,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,0,F,0,3.2,4,NA,336.0841
392,1,3,3,NA,4,4,3,3,3,3,NA,3,1,1,1,1,1,1,0,F,1,3,3,1,453.6824
393,1,NA,2,2,1,1,2,1,3,NA,2,NA,2,1,1,1,1,1,0,F,1,1.4,2,1.166666667,393.0506
394,NA,3,3,2,4,4,NA,3,NA,4,4,3,1,1,1,1,1,1,0,F,0,3.2,3.5,1,452.426
395,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,4,2,1,1,1,1,1,1,M,1,NA,3.25,1.166666667,318.3513
396,4,NA,3,3,4,4,3,3,4,3,3,NA,1,1,1,1,1,2,0,F,1,3.6,3.2,1.166666667,387.7507
397,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,1,4,NA,NA,285.2526
398,2,2,2,2,3,NA,NA,2,3,3,NA,3,1,1,1,1,1,1,0,F,0,2.2,2.75,1,471.7304
399,1,1,1,NA,4,2,4,3,4,NA,NA,3,1,1,1,1,1,1,0,M,1,1.8,3.5,1,491.2246
400,NA,3,3,3,3,3,4,NA,4,4,3,4,1,1,1,1,1,1,0,F,1,3,3.8,1,301.5315
401,4,3,3,NA,4,4,NA,4,4,NA,4,4,1,1,1,1,2,4,0,F,1,3.6,4,1.666666667,319.5729
402,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,0,M,1,NA,3,1,248.4729
403,NA,2,2,2,4,2,4,4,4,NA,NA,4,1,1,1,1,1,1,0,M,1,2.4,4,1,362.7868
404,2,NA,2,3,3,1,3,3,4,4,NA,NA,1,1,1,1,1,1,0,F,1,2.2,3.5,1,371.8065
405,4,3,3,3,4,NA,1,1,2,4,NA,3,2,2,1,1,1,2,0,F,1,3.4,2.2,1.5,445.2569
406,NA,3,3,2,4,4,3,NA,NA,4,2,3,1,1,1,1,1,3,0,F,1,3.2,3,1.333333333,424.6046
407,3,3,2,2,3,NA,NA,1,NA,2,2,2,2,1,1,1,2,1,0,M,1,2.6,1.75,1.333333333,322.6636
408,3,2,2,2,NA,3,NA,3,4,3,3,NA,1,1,1,1,1,1,0,M,0,2.4,3.25,1,401.2682
409,3,3,3,3,NA,3,NA,NA,1,3,4,1,1,1,1,1,1,1,0,M,1,3,2.25,1,300.0137
410,4,4,4,NA,4,4,4,1,NA,1,NA,3,4,1,1,1,1,1,0,F,1,4,2.25,1.5,304.6027
411,4,4,2,2,NA,3,2,1,2,2,NA,NA,1,1,1,1,1,2,1,M,1,3,1.75,1.166666667,314.815
412,3,2,2,2,3,NA,4,4,4,NA,3,NA,1,1,1,1,1,3,0,F,1,2.4,3.75,1.333333333,377.7327
413,3,1,1,1,NA,3,NA,NA,2,3,4,3,1,1,1,1,1,1,0,M,1,1.8,3,1,393.1114
414,1,2,2,2,1,NA,3,3,NA,4,4,NA,1,1,1,1,1,1,0,M,0,1.6,3.5,1,457.6856
415,4,2,2,3,NA,4,3,NA,NA,3,2,3,1,1,2,1,1,2,1,F,1,3,2.75,1.333333333,384.9272
416,NA,4,4,3,4,4,2,NA,2,3,NA,2,1,1,1,1,1,2,1,M,1,3.8,2.25,1.166666667,358.8667
417,NA,4,3,3,4,3,4,4,3,4,NA,3,1,1,1,1,1,1,0,F,1,3.4,3.6,1,336.8476
418,NA,4,3,NA,2,2,3,4,NA,4,NA,3,2,1,1,1,1,1,1,M,1,2.75,3.5,1.166666667,303.8352
419,3,4,4,4,NA,4,NA,3,NA,4,3,3,1,1,1,1,1,1,0,F,1,3.8,3.25,1,315.6897
420,4,4,3,4,NA,4,NA,1,NA,2,3,1,1,1,1,1,1,1,0,F,1,3.8,1.75,1,333.5451
421,NA,NA,NA,NA,NA,NA,1,NA,1,3,2,NA,1,1,1,1,1,1,1,F,1,NA,1.75,1,347.5638
422,4,3,3,3,NA,4,2,NA,NA,2,3,3,1,2,1,1,1,2,0,M,1,3.4,2.5,1.333333333,385.0211
423,2,1,1,2,NA,2,4,4,4,NA,NA,4,3,1,1,1,1,3,1,F,1,1.6,4,1.666666667,477.2408
424,NA,3,3,3,4,2,4,4,4,NA,NA,4,2,1,1,2,1,1,0,M,1,3,4,1.333333333,394.9092
425,3,2,2,3,3,NA,2,3,3,NA,3,3,1,1,1,1,1,1,0,M,1,2.6,2.8,1,369.7201
426,4,4,NA,1,1,1,2,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,0,M,1,2.2,3.5,NA,338.0376
427,3,NA,3,2,3,3,3,NA,NA,3,3,3,1,1,1,1,1,2,1,M,1,2.8,3,1.166666667,441.5091
428,4,NA,4,4,4,4,NA,NA,3,3,2,3,2,1,1,1,1,1,0,F,0,4,2.75,1.166666667,368.6883
429,3,3,3,4,NA,4,3,4,NA,3,3,2,1,1,1,1,1,1,1,F,1,3.4,3,1,414.6835
430,3,2,2,NA,4,2,4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,M,1,2.6,4,NA,386.3473
431,4,NA,2,2,4,3,NA,3,4,4,3,4,1,1,1,1,1,1,0,M,1,3,3.6,1,422.0954
432,NA,3,2,2,4,4,3,NA,3,4,NA,3,1,1,1,1,1,2,0,F,1,3,3.25,1.166666667,418.0039
433,4,4,4,4,4,NA,NA,2,2,NA,3,2,1,3,1,1,1,2,0,M,1,4,2.25,1.5,377.2243
434,4,4,3,3,4,NA,3,3,NA,3,2,NA,1,1,1,1,1,1,1,F,1,3.6,2.75,1,395.7978
435,3,NA,2,3,3,3,NA,3,4,4,4,NA,1,1,1,1,1,1,1,F,1,2.8,3.75,1,373.1695
436,3,2,NA,3,4,4,NA,NA,4,4,4,4,1,1,1,1,1,2,0,F,1,3.2,4,1.166666667,421.5182
437,3,2,2,2,NA,2,1,1,4,NA,1,NA,1,1,1,1,1,2,0,M,1,2.2,1.75,1.166666667,289.435
438,3,2,NA,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,F,1,2.8,4,NA,366.3715
439,NA,2,2,2,3,1,3,3,NA,3,NA,2,1,1,1,1,1,2,0,M,1,2,2.75,1.166666667,475.157
